[17:23:38] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:23:38] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:23:38] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:23:46] [Server thread/INFO] [FML]: MinecraftForge v14.23.2.2611 Initialized
[17:23:46] [Server thread/INFO] [FML]: Starts to replace vanilla recipe ingredients with ore ingredients.
[17:23:46] [Server thread/INFO] [FML]: Replaced 1036 ore ingredients
[17:23:47] [Server thread/DEBUG] [FML]: File C:\Users\Marvin\Documents\GitHub\MinecraftServer_Forge\config\injectedDependencies.json not found. No dependencies injected
[17:23:47] [Server thread/DEBUG] [FML]: Building injected Mod Containers [net.minecraftforge.fml.common.FMLContainer, net.minecraftforge.common.ForgeModContainer]
[17:23:47] [Server thread/DEBUG] [FML]: Attempting to load mods contained in the minecraft jar file and associated classes
[17:23:47] [Server thread/DEBUG] [FML]: Minecraft is a file at C:\Users\Marvin\Documents\GitHub\MinecraftServer_Forge\forge-1.12.2-14.23.2.2611-universal.jar, loading
[17:23:47] [Server thread/DEBUG] [FML]: Minecraft jar mods loaded successfully
[17:23:47] [Server thread/INFO] [FML]: Found 0 mods from the command line. Injecting into mod discoverer
[17:23:47] [Server thread/INFO] [FML]: Searching C:\Users\Marvin\Documents\GitHub\MinecraftServer_Forge\mods for mods
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file BuildCraft-Mod-1.12.2.jar
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file CodeChickenLib-1.12.2.jar
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file EnderStorage-1.12.jar
[17:23:47] [Server thread/DEBUG] [FML]: Ignoring unknown file mod_list.json in mods directory
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file Tree-Chopper-Mod-1.12.2.jar
[17:23:47] [Server thread/DEBUG] [FML]: Examining file forge-1.12.2-14.23.2.2611-universal.jar for potential mods
[17:23:47] [Server thread/DEBUG] [FML]: The mod container forge-1.12.2-14.23.2.2611-universal.jar appears to be missing an mcmod.info file
[17:23:48] [Server thread/DEBUG] [FML]: Examining file BuildCraft-Mod-1.12.2.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file BuildCraft-Mod-1.12.2.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.builders.BCBuilders) - loading
[17:23:48] [Server thread/TRACE] [buildcraftbuilders]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.core.BCCore) - loading
[17:23:48] [Server thread/TRACE] [buildcraftcore]: Parsed dependency info : Requirements: [buildcraftlib@[7.99.14,7.99.14]] After:[buildcraftlib@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.energy.BCEnergy) - loading
[17:23:48] [Server thread/TRACE] [buildcraftenergy]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.factory.BCFactory) - loading
[17:23:48] [Server thread/TRACE] [buildcraftfactory]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.lib.BCLib) - loading
[17:23:48] [Server thread/TRACE] [buildcraftlib]: Parsed dependency info : Requirements: [forge@[14.23.0.2544,)] After:[forge@[14.23.0.2544,)] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.robotics.BCRobotics) - loading
[17:23:48] [Server thread/TRACE] [buildcraftrobotics]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.silicon.BCSilicon) - loading
[17:23:48] [Server thread/TRACE] [buildcraftsilicon]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.transport.BCTransport) - loading
[17:23:48] [Server thread/TRACE] [buildcrafttransport]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Examining file CodeChickenLib-1.12.2.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file CodeChickenLib-1.12.2.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (codechicken.lib.CodeChickenLib) - loading
[17:23:48] [Server thread/TRACE] [codechickenlib]: Parsed dependency info : Requirements: [] After:[] Before:[]
[17:23:48] [Server thread/DEBUG] [codechickenlib]: Attempting to load the file version.properties from CodeChickenLib-1.12.2.jar to locate a version number for codechickenlib
[17:23:48] [Server thread/WARN] [codechickenlib]: Mod codechickenlib is missing the required element 'version' and a version.properties file could not be found. Falling back to metadata version 3.1.5.331
[17:23:48] [Server thread/DEBUG] [FML]: Examining file EnderStorage-1.12.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file EnderStorage-1.12.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (codechicken.enderstorage.EnderStorage) - loading
[17:23:48] [Server thread/TRACE] [enderstorage]: Parsed dependency info : Requirements: [codechickenlib@[3.1.1,)] After:[codechickenlib@[3.1.1,)] Before:[]
[17:23:48] [Server thread/DEBUG] [enderstorage]: Attempting to load the file version.properties from EnderStorage-1.12.jar to locate a version number for enderstorage
[17:23:48] [Server thread/WARN] [enderstorage]: Mod enderstorage is missing the required element 'version' and no fallback can be found. Substituting '1.0'.
[17:23:48] [Server thread/DEBUG] [FML]: Examining file Tree-Chopper-Mod-1.12.2.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file Tree-Chopper-Mod-1.12.2.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (treechopper.core.TreeChopper) - loading
[17:23:48] [Server thread/TRACE] [treechopper]: Parsed dependency info : Requirements: [forge@[14.23.0.2486,)] After:[forge@[14.23.0.2486,)] Before:[]
[17:23:49] [Server thread/INFO] [FML]: Forge Mod Loader has identified 15 mods to load
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.recipes (owned by BuildCraftAPI|core providing BuildCraftAPI|recipes) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.recipes (owned by BuildCraftAPI|core providing BuildCraftAPI|recipes) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.recipes (owned by BuildCraftAPI|core providing BuildCraftAPI|recipes) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.facades (owned by BuildCraftAPI|core providing BuildCraftAPI|facades) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.facades (owned by BuildCraftAPI|core providing BuildCraftAPI|facades) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.facades (owned by BuildCraftAPI|core providing BuildCraftAPI|facades) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.facades (owned by BuildCraftAPI|core providing BuildCraftAPI|facades) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.facades (owned by BuildCraftAPI|core providing BuildCraftAPI|facades) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.facades (owned by BuildCraftAPI|core providing BuildCraftAPI|facades) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.facades (owned by BuildCraftAPI|core providing BuildCraftAPI|facades) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.facades (owned by BuildCraftAPI|core providing BuildCraftAPI|facades) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.tiles (owned by BuildCraftAPI|core providing BuildCraftAPI|tiles) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.tiles (owned by BuildCraftAPI|core providing BuildCraftAPI|tiles) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.tiles (owned by BuildCraftAPI|core providing BuildCraftAPI|tiles) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.tiles (owned by BuildCraftAPI|core providing BuildCraftAPI|tiles) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.tiles (owned by BuildCraftAPI|core providing BuildCraftAPI|tiles) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.tiles (owned by BuildCraftAPI|core providing BuildCraftAPI|tiles) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.tiles (owned by BuildCraftAPI|core providing BuildCraftAPI|tiles) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.tiles (owned by BuildCraftAPI|core providing BuildCraftAPI|tiles) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.statements (owned by BuildCraftAPI|core providing BuildCraftAPI|statements) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.statements (owned by BuildCraftAPI|core providing BuildCraftAPI|statements) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.statements (owned by BuildCraftAPI|core providing BuildCraftAPI|statements) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.statements (owned by BuildCraftAPI|core providing BuildCraftAPI|statements) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.statements (owned by BuildCraftAPI|core providing BuildCraftAPI|statements) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.statements (owned by BuildCraftAPI|core providing BuildCraftAPI|statements) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.statements (owned by BuildCraftAPI|core providing BuildCraftAPI|statements) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.statements (owned by BuildCraftAPI|core providing BuildCraftAPI|statements) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.filler (owned by BuildCraftAPI|core providing BuildCraftAPI|filler) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.filler (owned by BuildCraftAPI|core providing BuildCraftAPI|filler) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.filler (owned by BuildCraftAPI|core providing BuildCraftAPI|filler) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.filler (owned by BuildCraftAPI|core providing BuildCraftAPI|filler) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.filler (owned by BuildCraftAPI|core providing BuildCraftAPI|filler) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.filler (owned by BuildCraftAPI|core providing BuildCraftAPI|filler) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.filler (owned by BuildCraftAPI|core providing BuildCraftAPI|filler) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.filler (owned by BuildCraftAPI|core providing BuildCraftAPI|filler) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.boards (owned by BuildCraftAPI|core providing BuildCraftAPI|boards) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.boards (owned by BuildCraftAPI|core providing BuildCraftAPI|boards) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.boards (owned by BuildCraftAPI|core providing BuildCraftAPI|boards) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.boards (owned by BuildCraftAPI|core providing BuildCraftAPI|boards) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.boards (owned by BuildCraftAPI|core providing BuildCraftAPI|boards) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.boards (owned by BuildCraftAPI|core providing BuildCraftAPI|boards) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.boards (owned by BuildCraftAPI|core providing BuildCraftAPI|boards) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.boards (owned by BuildCraftAPI|core providing BuildCraftAPI|boards) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.gates (owned by BuildCraftAPI|core providing BuildCraftAPI|gates) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.gates (owned by BuildCraftAPI|core providing BuildCraftAPI|gates) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.gates (owned by BuildCraftAPI|core providing BuildCraftAPI|gates) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.gates (owned by BuildCraftAPI|core providing BuildCraftAPI|gates) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.gates (owned by BuildCraftAPI|core providing BuildCraftAPI|gates) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.gates (owned by BuildCraftAPI|core providing BuildCraftAPI|gates) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.gates (owned by BuildCraftAPI|core providing BuildCraftAPI|gates) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.gates (owned by BuildCraftAPI|core providing BuildCraftAPI|gates) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.fuels (owned by BuildCraftAPI|core providing BuildCraftAPI|fuels) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.fuels (owned by BuildCraftAPI|core providing BuildCraftAPI|fuels) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.fuels (owned by BuildCraftAPI|core providing BuildCraftAPI|fuels) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.fuels (owned by BuildCraftAPI|core providing BuildCraftAPI|fuels) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.fuels (owned by BuildCraftAPI|core providing BuildCraftAPI|fuels) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.fuels (owned by BuildCraftAPI|core providing BuildCraftAPI|fuels) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.fuels (owned by BuildCraftAPI|core providing BuildCraftAPI|fuels) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.fuels (owned by BuildCraftAPI|core providing BuildCraftAPI|fuels) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.library (owned by BuildCraftAPI|core providing BuildCraftAPI|library) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.library (owned by BuildCraftAPI|core providing BuildCraftAPI|library) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.library (owned by BuildCraftAPI|core providing BuildCraftAPI|library) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.library (owned by BuildCraftAPI|core providing BuildCraftAPI|library) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.library (owned by BuildCraftAPI|core providing BuildCraftAPI|library) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.library (owned by BuildCraftAPI|core providing BuildCraftAPI|library) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.library (owned by BuildCraftAPI|core providing BuildCraftAPI|library) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.library (owned by BuildCraftAPI|core providing BuildCraftAPI|library) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.robots (owned by BuildCraftAPI|core providing BuildCraftAPI|robotics) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.robots (owned by BuildCraftAPI|core providing BuildCraftAPI|robotics) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.robots (owned by BuildCraftAPI|core providing BuildCraftAPI|robotics) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.robots (owned by BuildCraftAPI|core providing BuildCraftAPI|robotics) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.robots (owned by BuildCraftAPI|core providing BuildCraftAPI|robotics) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.robots (owned by BuildCraftAPI|core providing BuildCraftAPI|robotics) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.robots (owned by BuildCraftAPI|core providing BuildCraftAPI|robotics) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.robots (owned by BuildCraftAPI|core providing BuildCraftAPI|robotics) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.transport (owned by BuildCraftAPI|core providing BuildCraftAPI|transport) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.transport (owned by BuildCraftAPI|core providing BuildCraftAPI|transport) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.transport (owned by BuildCraftAPI|core providing BuildCraftAPI|transport) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.transport (owned by BuildCraftAPI|core providing BuildCraftAPI|transport) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.transport (owned by BuildCraftAPI|core providing BuildCraftAPI|transport) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.transport (owned by BuildCraftAPI|core providing BuildCraftAPI|transport) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.transport (owned by BuildCraftAPI|core providing BuildCraftAPI|transport) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.transport (owned by BuildCraftAPI|core providing BuildCraftAPI|transport) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.items (owned by BuildCraftAPI|core providing BuildCraftAPI|items) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.items (owned by BuildCraftAPI|core providing BuildCraftAPI|items) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.items (owned by BuildCraftAPI|core providing BuildCraftAPI|items) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.items (owned by BuildCraftAPI|core providing BuildCraftAPI|items) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.items (owned by BuildCraftAPI|core providing BuildCraftAPI|items) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.items (owned by BuildCraftAPI|core providing BuildCraftAPI|items) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.items (owned by BuildCraftAPI|core providing BuildCraftAPI|items) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.items (owned by BuildCraftAPI|core providing BuildCraftAPI|items) embedded in buildcrafttransport
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.lists (owned by BuildCraftAPI|core providing BuildCraftAPI|lists) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.lists (owned by BuildCraftAPI|core providing BuildCraftAPI|lists) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.lists (owned by BuildCraftAPI|core providing BuildCraftAPI|lists) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.lists (owned by BuildCraftAPI|core providing BuildCraftAPI|lists) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.lists (owned by BuildCraftAPI|core providing BuildCraftAPI|lists) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.lists (owned by BuildCraftAPI|core providing BuildCraftAPI|lists) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.lists (owned by BuildCraftAPI|core providing BuildCraftAPI|lists) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.lists (owned by BuildCraftAPI|core providing BuildCraftAPI|lists) embedded in buildcrafttransport
[17:23:49] [Server thread/TRACE] [FML]: Removing upstream parent buildcraftlib from APIContainer{BuildCraftAPI|tiles:1.2}
[17:23:49] [Server thread/DEBUG] [FML]: Creating API container dummy for API BuildCraftAPI|tiles: owner: BuildCraftAPI|core, dependents: [buildcraftbuilders, buildcraftcore, buildcraftenergy, buildcraftfactory, buildcraftrobotics, buildcraftsilicon, buildcrafttransport]
[17:23:49] [Server thread/TRACE] [FML]: Removing upstream parent buildcraftlib from APIContainer{BuildCraftAPI|lists:1.0}
[17:23:49] [Server thread/DEBUG] [FML]: Creating API container dummy for API BuildCraftAPI|lists: owner: BuildCraftAPI|core, dependents: [buildcraftbuilders, buildcraftcore, buildcraftenergy, buildcraftfactory, buildcraftrobotics, buildcraftsilicon, buildcrafttransport]
[17:23:49] [Server thread/TRACE] [FML]: Removing upstream parent buildcraftlib from APIContainer{BuildCraftAPI|gates:4.1}
[17:23:49] [Server thread/DEBUG] [FML]: Creating API container dummy for API BuildCraftAPI|gates: owner: BuildCraftAPI|core, dependents: [buildcraftbuilders, buildcraftcore, buildcraftenergy, buildcraftfactory, buildcraftrobotics, buildcraftsilicon, buildcrafttransport]
[17:23:49] [Server thread/TRACE] [FML]: Removing upstream parent buildcraftlib from APIContainer{BuildCraftAPI|transport:5.0}
[17:23:49] [Server thread/DEBUG] [FML]: Creating API container dummy for API BuildCraftAPI|transport: owner: BuildCraftAPI|core, dependents: [buildcraftbuilders, buildcraftcore, buildcraftenergy, buildcraftfactory, buildcraftrobotics, buildcraftsilicon, buildcrafttransport]
[17:23:49] [Server thread/TRACE] [FML]: Removing upstream parent buildcraftlib from APIContainer{BuildCraftAPI|statements:1.1}
[17:23:49] [Server thread/DEBUG] [FML]: Creating API container dummy for API BuildCraftAPI|statements: owner: BuildCraftAPI|core, dependents: [buildcraftbuilders, buildcraftcore, buildcraftenergy, buildcraftfactory, buildcraftrobotics, buildcraftsilicon, buildcrafttransport]
[17:23:49] [Server thread/DEBUG] [FML]: Creating API container dummy for API BuildCraftAPI|crops: owner: BuildCraftAPI|Core, dependents: [buildcraftbuilders, buildcraftcore, buildcraftenergy, buildcraftfactory, buildcraftlib, buildcraftrobotics, buildcraftsilicon, buildcrafttransport]
[17:23:49] [Server thread/TRACE] [FML]: Removing upstream parent buildcraftlib from APIContainer{BuildCraftAPI|power:1.3}
[17:23:49] [Server thread/DEBUG] [FML]: Creating API container dummy for API BuildCraftAPI|power: owner: BuildCraftAPI|core, dependents: [buildcraftbuilders, buildcraftcore, buildcraftenergy, buildcraftfactory, buildcraftrobotics, buildcraftsilicon, buildcrafttransport]
[17:23:49] [Server thread/TRACE] [FML]: Removing upstream parent buildcraftlib from APIContainer{BuildCraftAPI|blocks:1.0}
[17:23:49] [Server thread/DEBUG] [FML]: Creating API container dummy for API BuildCraftAPI|blocks: owner: BuildCraftAPI|core, dependents: [buildcraftbuilders, buildcraftcore, buildcraftenergy, buildcraftfactory, buildcraftrobotics, buildcraftsilicon, buildcrafttransport]
[17:23:49] [Server thread/TRACE] [FML]: Removing upstream parent buildcraftlib from APIContainer{BuildCraftAPI|facades:1.1}
[17:23:49] [Server thread/DEBUG] [FML]: Creating API container dummy for API BuildCraftAPI|facades: owner: BuildCraftAPI|core, dependents: [buildcraftbuilders, buildcraftcore, buildcraftenergy, buildcraftfactory, buildcraftrobotics, buildcraftsilicon, buildcrafttransport]
[17:23:49] [Server thread/TRACE] [FML]: Removing upstream parent buildcraftlib from APIContainer{BuildCraftAPI|tools:1.0}
